Molecule,C_index,O_index,bond_CO,angle_O_C_X,dihedral_real,nu_CO_DFT,SCF_energy,Gibbs_energy,dipole,A_rot,B_rot,C_rot,charge_C,charge_O,lowdin_C,lowdin_O,mayer_CO,s_C,p_C,sp_ratio,HOMO,LUMO,gap,Epar_lowdin_MV_per_cm,nu_CO_exp,HOMO_1,LUMO_1,pi,pi_star
2-Butanone,5,10,1.209299990965848,122.03645455971704,-126.02613235662209,1785.28,-232.434913980382,-232.35339954,2.866604426,9585.226379,3592.960266,2745.2422,0.196982,-0.289579,-0.354158,0.131455,2.1117,3.183934,2.38948,0.7504803805606524,-0.251918,-0.018048,0.2338699999999999,57.686146397377655,1730.2913580246914,-0.347978262720957,0.0245709263036907,-0.443412744783976,0.752860835316643
2-Pentanone,9,11,1.209508706091031,122.19604885484718,140.5291907952866,1784.22,-271.738518431109,-271.62922766,2.752841465,6488.399664,2140.982758,1935.210877,0.205877,-0.29589,-0.352095,0.129919,2.0899,3.176189,2.387701,0.751750289419175,-0.251362,-0.019001,0.2323609999999999,54.98145171431531,1731.3051869722558,-0.336525502093131,0.025334440932563,-0.361994625679207,0.666282562037302
3-Pentanone,6,9,1.2095051060305615,121.9195733711426,-123.8231269189634,1782.67,-271.739018834108,-271.63066533,2.744504832,8966.59488,1948.751046,1665.792515,0.178943,-0.297864,-0.327665,0.13724,2.0772,3.193326,2.39509,0.7500299061229577,-0.250367,-0.016473,0.233894,71.67562752558739,1729.5107913669065,-0.346857956069205,0.022622708669752,-0.43552995202429,5.0563645312171
4-Methyl-3-penten-2-one,10,11,1.2182330506947348,124.65461804367462,173.9611366323944,1749.16,-309.82392626302,-309.71217215,2.972362537,5018.485282,1635.899995,1264.451641,0.275189,-0.332771,-0.351411,0.106347,2.0051,3.140742,2.362114,0.7520878824175944,-0.242971,-0.052703,0.190268,64.76155461074329,1699.728534,-0.262732378842259,0.0315144907368057,-0.415819319934673,4.98893639409617
4-Methylbenzaldehyde,5,12,1.2092363058513418,125.12233259193826,-0.0406478283817546,1768.16,-384.834676176846,-384.73090508,4.002692991,5033.939741,987.507706,829.782031,0.088183,-0.281783,-0.263734,0.10756,2.0992,3.266196,2.471807,0.7567846510129828,-0.259698,-0.068168,0.1915299999999999,3.284380829785647,1720.3699421965318,-0.261897313510098,-0.026692564591606,-0.430180732003786,4.35418365806163
4-Methylbenzoic_acid,11,12,1.2004252428956168,123.58956010902446,17.555070792202688,1816.02,-460.083967107648,-459.97584739,5.401003126,3788.851841,784.141081,658.319415,0.314855,-0.289672,-0.462236,0.12847,2.0963,3.046723,2.349673,0.7712132018565522,-0.265548,-0.057453,0.208095,-21.627776201096943,1758.0,-0.276728988867776,-0.0326660377650117,-0.444162362120113,4.51781221541704
Acetamide,1,6,1.215475490710117,122.1063649484642,-57.836973374445485,1765.19,-209.200229347865,-209.15497879,3.885002919,10887.60686,9272.561961,5167.314701,0.293925,-0.354946,-0.508985,0.061663,2.059,3.076387,2.366108,0.7691190997751584,-0.256195,0.018658,0.274853,-25.078533483200765,1602.0,-0.276707704487851,0.0217792773691468,-0.406755665365939,3.6660301272343
Acetanilide,13,15,1.2169395496001436,121.8491121895546,25.476251173197408,1748.39,-440.203867126465,-440.08279626,3.591954029,3471.414906,791.870059,682.373914,0.2594,-0.34753,-0.459375,0.069665,2.0647,3.087087,2.381088,0.7713057649492872,-0.237756,-0.028381,0.209375,-32.56686391564037,1602.0,-0.261568333078315,-0.0252987525822878,-0.411509540892811,4.72377080380121
Acetic_acid,3,5,1.195644111094518,124.9328847113646,0.0638938162725728,1853.58,-229.069276713028,-229.0349135,4.410196837,11014.75337,9613.154144,5302.79685,0.30191,-0.278101,-0.528281,0.128277,2.1277,3.090256,2.324599,0.7522350899084089,-0.284282,-0.00089,0.283392,-47.89490136710759,1758.0,-0.329800337917394,0.00361279357567134,-0.479740404373019,4.66461598563315
Acetic_anhydride,1,7,1.1904598223837717,127.01347231552144,-6.67003633005886,1885.04,-381.706501224594,-381.64110257,3.862407233,5502.931196,1780.333387,1540.983327,0.311398,-0.245761,-0.456929,0.162203,2.1502,3.122402,2.28339,0.7312927675552346,-0.285682,-0.035032,0.25065,-47.91624439526305,1831.3956043956043,-0.305256915691336,0.0045109283764391,-0.460045564270024,0.378674764008009
Acetic_anhydride,8,11,1.1904729531959135,127.00890711099392,-7.122363596942242,1816.85,-381.706501224594,-381.64110257,3.862407233,5502.931196,1780.333387,1540.983327,0.311407,-0.245909,-0.45698,0.162109,2.15,3.122276,2.283474,0.7313491824553627,-0.285682,-0.035032,0.25065,-47.95518253156183,1778.759825327511,-0.305256915691336,0.0045109283764391,-0.509490244529776,4.7478791410466
Acetophenone,11,12,1.2142627096617105,120.7711218099417,0.1922468583199964,1749.4,-384.838622911511,-384.73344948,3.13630903,3708.961984,1219.914134,923.22057,0.222622,-0.29766,-0.310783,0.128194,2.0835,3.159849,2.385716,0.7550094957069151,-0.255924,-0.064395,0.191529,68.50236555857222,1708.1311475409836,-0.26672937152612,-0.0224731487576066,-0.421342554228883,0.776893764732501
Acetyl_chloride,3,5,1.1797840201176657,128.08687628808602,-0.0432726360191712,1882.66,-613.402180345783,-613.38287298,2.826952716,10169.858899,4835.729411,3344.956584,0.21416,-0.188838,-0.599542,0.186984,2.1541,3.178404,2.356096,0.7412827318364814,-0.303739,-0.045355,0.258384,-36.37866765028664,1795.329938315314,-0.323957094270817,0.0114204585932165,-0.483968746968261,2.77890968657067
Benzaldehyde,5,12,1.208284029469065,125.0307000334015,0.0434090030804439,1772.3,-345.52597755764,-345.44696253,3.451420518,5277.019928,1567.805747,1208.700269,0.092907,-0.276623,-0.260039,0.112756,2.1008,3.265401,2.467955,0.7557892583483621,-0.263901,-0.073481,0.1904199999999999,0.4960296138594486,1729.2160848431286,-0.273145003395516,-0.0283325295573117,-0.415748146220457,4.3602084327586
Benzamide,0,12,1.2181463805282189,121.98034647370667,-17.18244883293958,1746.13,-400.90634861564,-400.81104169,3.649863352,3839.114537,1219.019944,938.500036,0.269913,-0.347644,-0.434844,0.074369,2.0678,3.056955,2.401027,0.7854309271808058,-0.257654,-0.047021,0.210633,-2.281688349263596,1698.0,-0.267882269219181,-0.0220409110640543,-0.421234531580866,4.35752681868136
Benzoic_acid,0,14,1.1998530551300857,123.48462460713712,10.018989637867424,1818.94,-420.775356832896,-420.69208655,4.864875947,3860.903585,1218.751763,940.186603,0.316515,-0.286233,-0.461139,0.13187,2.096,3.049371,2.344818,0.7689513673475612,-0.275207,-0.06202,0.213187,-25.43482564117733,1758.0,-0.28156865252166,-0.0353488606069714,-0.444564078294115,0.814504596985008
Benzophenone,11,17,1.217845592638903,120.20504638002603,-23.57438226430727,1717.27,-576.544206323816,-576.38956035,3.111574304,1701.997393,414.638889,354.757742,0.195952,-0.305536,-0.246018,0.136152,2.0476,3.182904,2.39028,0.7509745817027469,-0.252024,-0.070973,0.181051,83.77922663126684,1684.6831091180868,-0.265339780391824,-0.029040865517663,-0.40328240843474,0.793770043818634
Benzoyl_chloride,5,12,1.1862104479159674,126.1746552166538,-0.0266017026143583,1828.79,-805.10894256047,-805.04070441,3.985351054,3131.626565,926.442135,714.938929,0.250429,-0.21101,-0.534336,0.178904,2.1194,3.137004,2.357536,0.7515247031881375,-0.281811,-0.08395,0.1978609999999999,-4.931352291694559,1789.6059479553903,-0.285351798416606,-0.0345828495544516,-0.452826305064151,0.840050058342544
Butanal,10,12,1.2037192696260202,125.13329965700932,3.345099965356285,1806.26,-232.422189512409,-232.33903192,3.000879243,20259.526737,2150.73837,2112.955356,0.104835,-0.258312,-0.293812,0.116073,2.1427,3.254931,2.463732,0.7569229578138522,-0.258625,-0.031996,0.226629,-5.763579881967601,1750.9964157706092,-0.347078315257639,0.0312478403702624,-0.44594595126291,4.97901177325448
Butanoic_acid,9,12,1.1963757830815531,125.1667162218649,122.89789779131922,1847.85,-307.677452768931,-307.58998286,4.232127693,8862.173133,1834.530532,1563.60181,0.326025,-0.278922,-0.498152,0.132824,2.1143,3.069125,2.31803,0.7552738972834276,-0.281829,0.001508,0.283337,-33.847866084151306,1758.0,-0.327110870105197,0.00831174466955292,-0.460784171023278,0.840292564674863
Butyl_acetate,3,6,1.200500567298908,123.44582318215087,-1.236916208186615,1812.65,-386.273200959245,-386.13333197,4.381886326,4920.360473,842.054124,764.40532,0.269911,-0.289542,-0.504954,0.116322,2.1355,3.088125,2.35373,0.7621874114551711,-0.272405,0.007598,0.280003,-52.71681228120252,1763.535135135135,-0.297797048650654,0.0192396606605669,-0.50797683920715,0.753381649417566
Cyclohexanecarbaldehyde,0,18,1.2043500518292016,125.50813544191392,-119.1143960416613,1798.79,-349.125692915486,-348.97919528,2.970064821,3933.299894,1430.180047,1154.606204,0.06614,-0.263166,-0.272032,0.11876,2.1578,3.284431,2.467345,0.7512244891124216,-0.254852,-0.027004,0.227848,11.232305553321297,1740.7138047138046,-0.308622879477374,0.0246128467896386,-0.407254570095181,5.07292637978794
Cyclohexanone,12,14,1.2088691869300832,122.54412074126796,26.466632480149283,1787.04,-309.834541076965,-309.7146569,3.292133191,4456.282058,2389.176456,1726.219128,0.118909,-0.279912,-0.325578,0.126207,2.1483,3.222117,2.435002,0.7557149538641831,-0.243136,-0.018896,0.22424,80.35714910103515,1735.1232227488151,-0.320680021014409,0.0205061677064528,-0.365397106177236,0.720862256268473
Dimethyl_carbonate,5,6,1.2048127171759933,125.9745807763416,0.0,1791.0,-343.591976424493,-343.52758351,0.435714209,10454.499658,2352.786607,1968.153815,0.444465,-0.361423,-0.644062,0.081286,1.9536,2.977405,2.233866,0.7502728046738686,-0.295245,0.034399,0.329644,-150.25939332012626,1766.3920922570017,-0.312116492093463,0.0397774509870168,-0.549872999085777,4.36680234104048
Ethanal,2,6,1.2032964160093726,124.7685002049751,0.0529736092915397,1811.39,-153.815548001038,-153.78524409,2.807356546,57353.257053,10172.636918,9124.474865,0.122668,-0.261075,-0.320657,0.114016,2.1292,3.243411,2.45445,0.7567496071265714,-0.264098,-0.03249,0.231608,-21.939386600196737,1726.5,-0.372911422300783,0.0413690685376871,-0.443189450581932,4.66461887028908
Ethyl_acetate,4,5,1.2001513195939086,123.44858191145296,-0.077827282777768,1814.77,-307.665527254751,-307.5789438,4.543644707,7994.28576,2107.556557,1721.532627,0.268481,-0.286928,-0.504367,0.117739,2.1355,3.087177,2.356888,0.7634444024427495,-0.273,0.007168,0.280168,-50.29114894892258,1770.2312543798178,-0.299711439851699,0.0179751333293935,-0.508004174493712,0.746095272638011
Ethyl_acrylate,6,4,1.2033664575086842,120.11224327663788,36.53745312156686,1784.2,-345.733658120022,-345.64305233,4.543414827,3985.966098,1916.606382,1369.816346,0.303879,-0.285656,-0.477773,0.129975,2.072,3.062964,2.346895,0.7662169715347618,-0.274564,-0.052621,0.2219429999999999,-44.84770832551763,1753.219473264166,-0.297215562149147,0.0266569871739894,-0.428999335058217,4.62836319106715
Ethyl_benzoate,5,14,1.208373762214738,124.33857206174255,-0.0279241266955054,1763.4,-499.38349455685,-499.24768496,2.082636091,2767.986584,608.709177,502.095699,0.346525,-0.338538,-0.437891,0.106711,1.9996,3.074204,2.287576,0.7441197786483916,-0.264829,-0.05232,0.2125089999999999,-28.44886362649341,1744.3229813664595,-0.266077432410625,-0.0184944640078566,-0.430867671073701,0.934956710985309
Formamide,0,2,1.2094963443206432,124.95622067789918,-179.9940735156599,1794.9,-169.887398429593,-169.86668304,3.96549572,73819.824424,11382.525531,9861.888045,0.194695,-0.33642,-0.455311,0.048879,2.0443,3.13757,2.448303,0.78031820803998,-0.267114,0.01285,0.279964,-93.69940716828648,1602.0,-0.286007809844041,0.0233628818170299,-0.413991916658738,3.59724808979431
Formic_acid,0,1,1.190107055440812,122.53376441881773,-179.9867361493801,1863.89,-189.755385075711,-189.7462026,3.965194194,87359.270918,11703.045963,10320.468939,0.200637,-0.25632,-0.474381,0.116778,2.1213,3.16315,2.38923,0.755332500829869,-0.298808,-0.014183,0.284625,-115.7684419956995,1758.0,-0.342397468443781,0.00622551943523741,-0.458664875949153,4.41918429907171
Methanal,0,1,1.1990521084298216,122.051388999526,NA,1818.51,-114.496924881433,-114.49142879,2.328606887,284332.402083,39146.373233,34409.003568,0.073941,-0.236618,-0.277043,0.104808,2.102,3.265834,2.520652,0.7718248998571269,-0.27629,-0.055324,0.220966,-84.8883689939135,1748.5862659869383,-0.409129673665919,0.0540597374200435,-0.501973296863637,1.49031916334712
Methyl_acetate,2,5,1.1993697677134445,123.57819810389614,-0.1294380119044575,1819.14,-268.356840221484,-268.29661768,4.53089406,9022.460833,4379.325867,3061.434715,0.279925,-0.284553,-0.505356,0.120759,2.1303,3.084118,2.349707,0.7618732486889283,-0.2758,0.00484,0.28064,-49.69812865524109,1778.0,-0.303624345303664,0.0189284684422281,-0.510039913835409,4.71525709617326
Methyl_benzoate,5,14,1.2079181724678207,124.50647111045494,-0.0297987467045814,1767.3,-460.075181494754,-459.96586459,1.975235856,3540.93592,843.394237,684.078033,0.356412,-0.336829,-0.43916,0.108438,2.0006,3.068573,2.285281,0.7447373746689421,-0.265927,-0.053753,0.212174,-26.301742673193143,1753.5522731632457,-0.267313349537295,-0.0194704701822218,-0.410528116573546,0.925662340771157
Methyl_formate,0,2,1.192207750178634,122.88238862166936,0.0,1837.14,-229.045711874336,-229.01162013,4.22628114,48758.300957,4664.957498,4375.568834,0.200374,-0.261818,-0.455195,0.110821,2.1282,3.16183,2.392945,0.7568227893340249,-0.292018,-0.008963,0.283055,-119.71845008095416,1768.2855843565258,-0.315139107448451,0.0344214538934253,-0.417520739030429,4.48899283531139
Methyl_isocyanate,5,6,1.1722127278659795,180.0,0.0,2367.23,-207.97400740818,-207.95025518,2.969853084,80796.429176,4353.554485,4241.32788,0.222422,-0.235364,-0.354495,0.167659,2.0914,2.965613,2.571008,0.8669398198618633,-0.285866,0.004895,0.290761,-49.22102093294169,2280.775800711744,-0.300240852916348,0.0482603045202796,-0.480167939263781,3.32411298296541
N_N-Dimethylformamide,0,1,1.2142413777210856,125.78604449093906,0.0,1757.97,-248.482894981598,-248.41001214,4.048648463,8946.449839,4198.92595,2963.977698,0.147418,-0.36225,-0.417067,0.038428,1.9977,3.150823,2.475648,0.7857147164407522,-0.251144,0.0162,0.2673439999999999,-82.09557913117413,1698.0,-0.260182227118526,0.0273902295996372,-0.381588931578557,4.26196791149825
N-Methylacetamide,3,5,1.2187767675210257,121.6119007017948,58.16366199080295,1746.85,-248.497100505514,-248.4251779,3.822468081,10060.160943,3844.079184,2881.240605,0.310829,-0.383246,-0.484921,0.054145,1.9925,3.076556,2.343795,0.7618242606342936,-0.252961,0.021162,0.274123,-26.94828942902447,1698.0,-0.258244584948312,0.0260860531623667,-0.355555119794674,4.72492894704169
N-Methylformamide,0,2,1.2128862682634345,125.5567255855736,-179.9826126165975,1774.65,-209.184422683388,-209.13781669,3.987784545,20090.37341,6099.496258,4821.12035,0.184228,-0.361114,-0.438833,0.039506,2.0008,3.132854,2.461778,0.7857940395562639,-0.262187,0.018138,0.280325,-97.10025585500124,1698.0,-0.265457802088984,0.0237074638143554,-0.387117258319933,3.7573547153146
Pentanal,12,15,1.203954039825856,125.1737853994778,123.78947596843676,1804.31,-271.72628101557,-271.61652475,2.707127738,9847.795449,1556.156949,1464.764938,0.089135,-0.265915,-0.294841,0.116985,2.1401,3.260705,2.465918,0.7562530189023539,-0.259688,-0.028095,0.2315929999999999,-11.28491561401875,1743.7659574468084,-0.333223573347753,0.0296095773027137,-0.489326561678264,4.70118260371321
Pentanoic_acid,12,14,1.19691666183114,124.67527257903208,-3.845564876442999,1844.85,-346.980564482988,-346.86600146,4.489170434,4880.531752,1317.631309,1307.229967,0.284906,-0.277594,-0.506718,0.127704,2.1411,3.102157,2.330679,0.7513091697164264,-0.277124,-0.002322,0.274802,-29.279953382425727,1758.0,-0.325320644652795,0.00764186780999041,-0.41745234891604,4.77447819016272
Phenyl_isocyanate,12,13,1.168764554809907,180.0,0.0,2350.42,-399.686441161949,-399.61456336,2.455671618,5316.512084,959.620699,812.894755,0.23531,-0.209905,-0.320252,0.189698,2.102,2.951589,2.571224,0.8711321257803848,-0.245284,-0.033524,0.21176,-66.36850230026934,2274.560175054705,-0.271163089593761,-0.024687450941465,-0.478382928447021,3.36699575661889
Phosgene,0,2,1.173552776906518,124.06775828829272,NA,1866.62,-1033.654061282225,-1033.67164026,1.258897653,7855.61654,3372.58795,2359.572072,0.20211,-0.151712,-0.955131,0.187051,2.1471,3.119105,2.39036,0.7663608631322126,-0.326318,-0.067631,0.258687,-177.2676516849003,1812.8232665,-0.351101890211373,-0.0474100946021418,-0.488909519547335,4.28084561146168
Propanal,7,9,1.2033258043173516,125.18606843770496,0.0685273317402941,1807.86,-193.118444196435,-193.06170962,2.922498759,25656.473546,4342.056168,4187.268548,0.108446,-0.258267,-0.295399,0.116523,2.1398,3.251117,2.463098,0.7576159209280995,-0.260008,-0.033593,0.226415,-3.0908894557446187,1745.2514405000002,-0.360099152958597,0.0376486808322222,-0.446186670602434,4.72341679698943
Propanamide,5,8,1.2157177614421864,123.04003513217864,-146.25612546036726,1764.47,-248.504082748513,-248.43186928,3.743890669,9735.134689,3790.891489,2863.951148,0.275736,-0.350266,-0.47997,0.069228,2.0623,3.075898,2.381626,0.7742864035153311,-0.255765,0.018647,0.274412,-8.814253202919428,1655.9333112208242,-0.275985895115415,0.0217814203693646,-0.398497218866048,4.90610932710223
Propanoic_acid,6,8,1.203183674470777,126.1909534173934,-124.1285370884414,1813.11,-268.381921362499,-268.32052545,1.60231346,10200.347843,3808.09837,2870.047094,0.291919,-0.307386,-0.501805,0.103776,2.069,3.080234,2.336109,0.7584193278822323,-0.285464,0.001229,0.286693,-21.409628269534245,1758.0,-0.330351829401098,0.0277623931502037,-0.503831983753844,4.78936192043721
Propanone,3,5,1.208976035483334,121.79884884461104,0.2423466991571784,1789.01,-193.130682602313,-193.07541447,2.993193929,10179.093667,8537.301819,4924.240302,0.201224,-0.282152,-0.381017,0.126538,2.1442,3.184838,2.390517,0.7505929657960625,-0.25349,-0.019851,0.2336389999999999,43.28279956724142,1738.8929604628736,-0.355854331108463,0.0260597341927934,-0.464735904145963,0.728358243199694
Propenal,1,4,1.2080259091795174,124.35387270569888,0.0077058705879608,1773.71,-191.892797684838,-191.8578836,3.319383118,48254.074269,4669.027785,4257.112791,0.115839,-0.267732,-0.296159,0.114562,2.066,3.23147,2.478896,0.7671109433168187,-0.266832,-0.075585,0.191247,-16.717065680597038,1733.3910046527658,-0.303942432724784,0.0324574482123955,-0.408799264193974,4.63075586041303
Propenoic_acid,6,1,1.2056862864928837,126.22115266591705,-179.9945448006609,1795.91,-267.151550947502,-267.11230412,1.558680687,11109.895893,4252.837872,3075.532438,0.331297,-0.315588,-0.498493,0.099527,2.0564,3.042572,2.339157,0.7688090865228498,-0.289831,-0.062361,0.22747,-24.470930209898743,1758.0,-0.297767391744886,0.0355735812765334,-0.457352401534854,4.68783854273376
Propionic_anhydride,3,7,1.1911637328654705,127.05888387010678,-129.53767987108304,1811.53,-460.315430878295,-460.19622573,3.627494641,5130.119161,727.741131,685.931463,0.306208,-0.251049,-0.430771,0.164943,2.1241,3.118386,2.287058,0.7334108093096877,-0.282447,-0.031444,0.251003,-31.599049205795357,1770.792899408284,-0.303062163210996,0.00648556312601024,-0.492081494700642,4.75665048682836
Propionic_anhydride,8,11,1.1911406804038729,127.0626066539902,-129.59086338438738,1878.63,-460.315430878295,-460.19622573,3.627494641,5130.119161,727.741131,685.931463,0.306209,-0.25088,-0.430663,0.165058,2.1244,3.118375,2.287171,0.7334496332224315,-0.282447,-0.031444,0.251003,-31.55290095879099,1828.3733333333328,-0.303062163210996,0.00648556312601024,-0.492081494700642,4.75665048682836
Propyl_acetate,3,6,1.2004566906615166,123.45228379247573,-0.9320970949570476,1813.13,-346.969512096962,-346.85624047,4.446708434,5594.425927,1372.667186,1202.848201,0.27006,-0.289213,-0.504826,0.116627,2.1353,3.087896,2.35389,0.7622957508931647,-0.272655,0.007366,0.2800209999999999,-51.87504138784261,1763.6470588235295,-0.298820879601708,0.0181345490429509,-0.508259095214619,4.71638047087179
Succinimide,6,7,1.2034630246455431,127.88561210562032,-57.96075896932451,1848.45,-360.643478723735,-360.58161833,2.071399807,5936.450334,2266.248347,1673.823585,0.20262,-0.287372,-0.411795,0.110316,2.1501,3.105911,2.429796,0.78231346616178,-0.272243,-0.030722,0.241521,-14.33200675613099,1772.589552238806,-0.301351040925695,0.0061233506345576,-0.428637609701289,4.75958828882041
Succinimide,10,8,1.203471930362732,127.88772520843716,-57.958665166292576,1802.23,-360.643478723735,-360.58161833,2.071399807,5936.450334,2266.248347,1673.823585,0.202492,-0.287332,-0.411825,0.110314,2.1501,3.106024,2.429786,0.7822817853306993,-0.272243,-0.030722,0.241521,-14.343729695481652,1750.0,-0.301351040925695,0.0061233506345576,-0.428637609701289,0.743083472995055
2-Pyrrolidone,3,4,1.2124222786063443,127.28223698789294,44.440448912034256,1791.55,-286.596589872685,-286.51465974,4.172705295,7204.907418,3456.131872,2471.877998,0.192048,-0.338401,-0.45101,0.0637,2.1142,3.094624,2.451263,0.7921036610586617,-0.248242,0.022493,0.270735,-14.587753662257017,1698.0,-0.260206236618845,0.025039035529015,-0.441374603896791,4.28701932535982
3-Methyl-2-butanone,5,12,1.210250581012461,120.75366541183335,16.464116695803476,1777.44,-271.73758599348,-271.62820846,2.978581723,4549.949075,2727.161608,2385.175899,0.200551,-0.281359,-0.330756,0.129268,2.1531,3.184803,2.392278,0.7511541530198258,-0.246499,-0.018328,0.2281709999999999,89.48086535829356,1731.4251968503936,-0.339540332017984,0.0243547406779578,-0.372490168378581,0.728675311641238
Acetylacetone,2,6,1.2080265444666356,123.28533735192124,-6.977073151680247,1766.86,-345.76048295633,-345.67135575,1.54060066,4136.263725,1963.932105,1547.199412,0.188263,-0.282357,-0.34775,0.135453,2.1012,3.183797,2.397117,0.7529113822269448,-0.259896,-0.053402,0.206494,59.77544175140373,1622.6080586080586,-0.273689284611687,-0.00787790578015466,-0.443268537799961,4.80202087206003
Acetylacetone,8,12,1.2080122793258357,120.73999299620004,-152.97738937205787,1796.17,-345.76048295633,-345.67135575,1.54060066,4136.263725,1963.932105,1547.199412,0.188408,-0.282426,-0.34773,0.135445,2.1009,3.183754,2.397032,0.7528948530571143,-0.259896,-0.053402,0.206494,59.76944224656047,1725.6842105263158,-0.273689284611687,-0.00787790578015466,-0.443268537799961,0.722081394039487
Caprolactam,15,17,1.2217142520037163,120.1596576455158,24.854924283496693,1729.2,-365.199513392324,-365.062249,4.293306043,3284.797467,1820.338747,1305.152666,0.185609,-0.359979,-0.45651,0.050504,2.0798,3.098468,2.438233,0.7869156628372472,-0.24498,0.014864,0.259844,-1.1678847469206843,1698.0,-0.250255694767324,0.027953564220395,-0.377686557847601,4.8141681489638
Crotonaldehyde,8,6,1.2120732495992148,123.2670615562194,-0.0409660188833643,1754.55,-231.199997189646,-231.13923235,4.031440019,16622.097241,2711.472391,2364.924609,0.111679,-0.282243,-0.296536,0.104372,2.0553,3.242068,2.475651,0.7636024290668795,-0.257138,-0.06746,0.1896779999999999,-8.274392645457093,1722.5833743236597,-0.283528120687212,0.0330064814732381,-0.39712008189422,0.376623647978441
Cyclopentanone,9,11,1.2039773199371324,125.80695242537207,43.18133046087695,1813.42,-270.530839828459,-270.43880131,3.144548415,6641.029502,3353.440564,2406.060524,0.143843,-0.271952,-0.315336,0.129024,2.1584,3.209143,2.426888,0.7562417754522002,-0.245008,-0.02433,0.220678,73.86432726502234,1765.6528925619834,-0.340671045563348,0.0248256727668992,-0.407830425397732,0.718772159634566
Diethyl_carbonate,8,9,1.2003848681252194,122.09689540953198,0.0,1810.39,-422.204372825245,-422.08636717,3.690306676,3227.546924,1359.882349,1110.104657,0.416195,-0.335873,-0.638531,0.091643,2.0353,2.984125,2.252799,0.7549278264147782,-0.289281,0.027819,0.3171,-145.52882723185024,1764.9105691056911,-0.300364190719339,0.0447882905408261,-0.494981739679558,4.76055205171075
Dimethyl_succinate,5,7,1.2055159101434538,125.64789112400835,-134.4093545255886,1785.67,-535.539105923272,-535.41574297,0.664934862,5086.978635,467.22516,435.450475,0.321818,-0.330634,-0.4796,0.10823,1.9908,3.097494,2.287895,0.738627742297483,-0.280923,-0.001759,0.2791639999999999,-42.39245480947916,1738.0,-0.288631372932233,0.00820777035613293,-0.40430486756543,5.06061296976155
Dimethyl_succinate,14,15,1.205514614453927,125.6456559786894,-135.06941031145382,1789.72,-535.539105923272,-535.41574297,0.664934862,5086.978635,467.22516,435.450475,0.321579,-0.330643,-0.479609,0.108211,1.9906,3.097697,2.28796,0.7386003214646235,-0.280923,-0.001759,0.2791639999999999,-42.39976306554372,1764.1136571952338,-0.288631372932233,0.00820777035613293,-0.40430486756543,5.06061296976155
Ethyl_chloroformate,0,1,1.1823847250920487,124.51351123680467,0.0,1872.04,-727.928781801875,-727.87919293,4.05954517,5073.023126,1815.504595,1359.780823,0.296478,-0.219846,-0.76227,0.153765,2.1374,3.063482,2.322103,0.7579946609772801,-0.307534,-0.012433,0.2951009999999999,-155.09853590950587,1778.0,-0.325920463204944,-0.000188329106817666,-0.460117241163626,4.29142577927472
Ethyl_propionate,7,10,1.2004785540662526,123.66864587975029,123.3554598890867,1810.68,-346.969642327677,-346.85625952,4.383236762,5917.576315,1393.363336,1160.145655,0.278692,-0.289215,-0.477108,0.123445,2.1103,3.074705,2.355751,0.7661713887999012,-0.272126,0.008844,0.28097,-33.69311721091742,1760.4381161007666,-0.298635449468666,0.0178130630190653,-0.411548359150659,4.79292865762535
Fluorenone,6,18,1.2096496555093958,127.54325598245202,-0.0222713117161165,1784.19,-575.350028813059,-575.21564355,3.487166426,1452.941083,586.63226,417.902198,0.123882,-0.263477,-0.231317,0.141635,2.301,3.146084,2.491103,0.7918107081692669,-0.237273,-0.091555,0.145718,73.74956589356458,1733.6065276518586,-0.258694640336573,-0.0503083944956817,-0.258694640336573,0.866221841526156
Hexanal,16,17,1.2034301804197036,125.44063710194276,3.75436536393804,1806.6,-311.029885916002,-310.89379196,2.986919387,5456.094925,1053.143163,935.519809,0.08701,-0.257871,-0.296986,0.115588,2.1414,3.262727,2.471762,0.7575754882342286,-0.257802,-0.031389,0.2264129999999999,-3.3484489296619664,1742.6060606060605,-0.327634901465728,0.0320922590245299,-0.376908822430214,4.74222161403018
Isobutyryl_chloride,3,5,1.1801993523028216,127.39319038219608,-0.0038980782463131,1868.76,-692.011248267426,-691.93854471,3.083111918,3506.739633,2173.967184,1895.754347,0.203405,-0.18461,-0.541096,0.18969,2.1669,3.20118,2.348196,0.7335407568459131,-0.295171,-0.042223,0.252948,16.11054333836794,1811.5570648070175,-0.319789870951198,0.0122569929210072,-0.464669777433771,4.7810327027974
Isovaleraldehyde,11,15,1.2037481939400785,125.3702932785251,-1.8181207480165689,1805.15,-271.727699237458,-271.61822238,2.9989965,7098.042532,1981.650464,1694.987259,0.089288,-0.256691,-0.29486,0.116107,2.1446,3.263596,2.469366,0.756639608579003,-0.257858,-0.031773,0.2260849999999999,-0.4199589201955956,1745.0032154340836,-0.338978529043767,0.0293694684267157,-0.477889414612442,1.47160016258751
Methyl_acrylate,5,6,1.2025573558134346,120.26351409979186,-37.98224353100272,1789.17,-306.424822512885,-306.36065977,4.548307339,4172.590976,4056.292301,2192.971822,0.311498,-0.283255,-0.478185,0.133153,2.0683,3.063279,2.34002,0.7638938536124199,-0.276854,-0.053765,0.2230889999999999,-44.30332108881496,1761.7861829409494,-0.300922719269002,0.0262905535960488,-0.417846001034609,4.97486301869709
